ID	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	GI	GenBank Accession
1384239_at	TBC1 domain family, member 8	Tbc1d8	680133					
1384240_at	angiotensin II receptor, type 1a	Agtr1a	24180				14948756	BI290306
1384241_at	crystallin, gamma N	Crygn	296730				8487263	BE096332
1384242_at				Transcribed locus		Rn.228804	14979519	BI303239
1384243_at	splA/ryanodine receptor domain and SOCS box containing 4	Spsb4	300950				3511455	AI111413
1384244_at	hydroxysteroid dehydrogenase like 2	Hsdl2	313200				4279626	AA964752
1384245_at				Transcribed locus		Rn.12701	4283601	AA997442
1384246_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	Smarca5	307766				4280171	AA996404
1384247_at				Transcribed locus		Rn.19734	3396616	AI070365
1384248_at				Transcribed locus		Rn.146542	3398880	AI072686
1384249_at				Transcribed locus		Rn.23570	3511907	AI111958
1384250_a_at								
1384251_at	leucine rich repeat containing 27	Lrrc27	499281				3638650	AI137873
1384252_at	testis expressed 30	Tex30	301381				4612270	AI603103
1384253_at	palladin, cytoskeletal associated protein	Palld	364558				6594925	AW251334
1384254_at	OTU deubiquitinase 1	Otud1	498803				5034809	AI717553
1384255_at	N-ethylmaleimide-sensitive factor attachment protein, gamma	Napg	307382				4238846	AA956372
1384256_at	La ribonucleoprotein domain family, member 7	Larp7	686883				14955246	BI293599
1384257_at	non-POU domain containing, octamer-binding	Nono	317259				11665124	BF555394
1384258_at	zinc finger protein 420///zinc finger protein 790	LOC103690163///Zfp790	103690163///499120	Hypothetical protein LOC499120	LOC499120	Rn.55566	8086075	AW920266
1384259_at	Rac GTPase-activating protein 1	Racgap1	315298				11668881	BF559151
1384260_at							8486630	BE095699
1384261_at				Transcribed locus		Rn.166504	3398367	AI072173
1384262_at	protein phosphatase 1, regulatory subunit 3B	Ppp1r3b	192280				14884578	BI274037
1384263_at	transmembrane protein 161B	Tmem161b	309953				3398667	AI072473
1384264_at	myosin, heavy chain 14, non-muscle	Myh14	308572				4562496	AI578120
1384265_at	polymerase (DNA-directed), delta 3, accessory subunit	Pold3	293144				14925099	BI278347
1384266_at				Transcribed locus		Rn.16810	4198258	AA817729
1384267_at				Transcribed locus		Rn.166138	11638110	BF547003
1384268_at	cyclin Y-like 1	Ccnyl1	316452				6966612	AW435305
1384269_at				Transcribed locus		Rn.7074	11371706	BF386887
1384270_at				Transcribed locus		Rn.117830	13299843	BG375371
1384271_at	immunoglobulin delta heavy chain constant region///gamma-2a immunoglobulin heavy chain///Immunoglobulin heavy chain (gamma polypeptide)	Igd///IgG-2a///Ighg	641523///367586///299354	Gamma-2a immunoglobulin heavy chain	IgG-2a	Rn.10956	14951692	BI291798
1384272_at				Transcribed locus		Rn.204945	13303309	BG378837
1384273_at	sedoheptulokinase	Shpk	287479				11407299	BF419310
1384274_at	similar to Spindlin-like protein 2 (SPIN-2)	LOC367746	367746				13302067	BG377595
1384275_at	zinc finger protein 750	Znf750	688328				14976673	BI300393
1384276_at				Similar to procollagen, type IV, alpha 6	LOC363458	Rn.182586	14934988	BI283340
1384277_at	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	Plekhh1	314262				18188071	BM388018
1384278_x_at	coiled-coil domain containing 34	Ccdc34	362187				13301519	BG377047
1384279_at	family with sequence similarity 117, member B	Fam117b	363236				14887175	BI275378
1384280_at	nucleolar and spindle associated protein 1	Nusap1	311336				4279028	AA964152
1384281_at				Transcribed locus		Rn.13852	14958425	BI295209
1384282_at	zinc finger and SCAN domain containing 21	Zscan21	304342				13303621	BG379149
1384283_at	ankyrin repeat and SOCS box-containing 9	Asb9	367785				14944787	BI288318
1384284_at				Transcribed locus		Rn.155328	14949794	BI290838
1384285_at	membrane-associated ring finger (C3HC4) 3, E3 ubiquitin protein ligase	March3	364878				14974376	BI298096
1384286_at				Transcribed locus		Rn.146558	14939207	BI285501
1384287_at				Transcribed locus		Rn.170688	14925510	BI278552
1384288_at				TL0ADA50YO19 mRNA sequence		Rn.8384	14952997	BI292470
1384289_at	RELT-like 2	Rell2	361313				14931596	BI281651
1384290_at	retinoblastoma binding protein 6	Rbbp6	308968				13270346	BG373809
1384291_at				Transcribed locus		Rn.166850	3666650	AI144851
1384292_at	docking protein 1	Dok1	312477				14950165	BI291018
1384293_at	nuclear receptor co-repressor 1	Ncor1	54299				8492437	BE100543
1384294_at				Transcribed locus		Rn.231697	11402274	BF414285
1384295_at	heat shock protein 14	Hspa14	307133				3511405	AI111363
1384296_at				Transcribed locus		Rn.199351	3637165	AI136388
1384297_at				Transcribed locus		Rn.147301	4487451	AI555088
1384298_at	myosin IF	Myo1f	314654				5210023	AI764088
1384300_at							8087358	AW921534
1384301_at				Transcribed locus		Rn.3665	8505676	BE113571
1384302_at	solute carrier family 6 (neutral amino acid transporter), member 17	Slc6a17	613226				5016591	AI712791
1384303_s_at	solute carrier family 6 (neutral amino acid transporter), member 17	Slc6a17	613226				5016591	AI712791
1384304_at				Transcribed locus		Rn.169460	7167000	AW524615
1384305_at	solute carrier family 45, member 1	Slc45a1	246258				11400992	BF413040
1384306_at	ELK3, member of ETS oncogene family	Elk3	362871				8503065	BE110960
1384307_at	solute carrier family 41 (magnesium transporter), member 1	Slc41a1	363985	Solute carrier family 41, member 1	Slc41a1	Rn.145261	3399437	AI073243
1384308_at	Meis homeobox 1	Meis1	686117				7175111	AW532697
1384309_at				Transcribed locus		Rn.7284	11378397	BF393535
1384310_at				Transcribed locus		Rn.23945	18183134	BM383081
1384311_at	PR domain containing 5	Prdm5	689788				8505384	BE113314
1384312_at	iroquois homeobox 1	Irx1	306659				11634681	BF543574
1384313_at				Transcribed locus		Rn.219413	11400509	BF412520
1384314_at	mitochondrial translational initiation factor 2	Mtif2	305606				18183824	BM383771
1384315_at	pyruvate dehydrogenase kinase, isozyme 3	Pdk3	296849				18189383	BM389330
1384316_at				Transcribed locus		Rn.12451	11384321	BF399317
1384317_at				Transcribed locus		Rn.203751	11401967	BF413978
1384318_at	torsin family 2, member A	Tor2a	362112				8492634	BE100696
1384319_at	tousled-like kinase 2	Tlk2	303592				8490382	BE098518
1384320_at	brain-specific angiogenesis inhibitor 3	Bai3	301309				8513435	BE121330
1384321_at				Transcribed locus, strongly similar to NP_001102241.1 CD109 antigen [Rattus ...		Rn.217021	8490154	BE098291
1384322_at				Transcribed locus		Rn.51244	8499785	BE107680
1384323_at	proteasome (prosome, macropain) 26S subunit, ATPase, 6	Psmc6	289990				11406358	BF418369
1384324_at	RNA binding motif protein 4	Rbm4	293663				7165195	AW522810
1384325_at	BPI fold containing family A, member 1	Bpifa1	246238				11637752	BF546645
1384326_at				Transcribed locus		Rn.220120	11670173	BF560443
1384327_at	differentially expressed in FDCP 8 homolog (mouse)	Def8	307973				14951554	BI291728
1384328_at	target of myb1 (chicken)	Tom1	361370				7167205	AW524820
1384329_at	protease, serine, 22	Prss22	302971				18189444	BM389391
1384330_at	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	Thg1l	303067				5209408	AI763467
1384331_at	sulfiredoxin 1	Srxn1	296271				977313	H31896
1384332_at				Transcribed locus		Rn.24418	4399818	AI501967
1384333_at	ARP2 actin-related protein 2 homolog (yeast)	Actr2	289820				8086698	AW920881
1384334_at	carbamoyl-phosphate synthetase 1	Cps1	497840	Carbamoyl-phosphate synthetase 1	Cps1	Rn.53968	4465249	AI547761
1384335_at	B-cell CLL/lymphoma 9-like	Bcl9l	300673				8503990	BE111885
1384336_at	ceroid-lipofuscinosis, neuronal 3	Cln3	293485				11221294	BF290224
1384337_x_at	ceroid-lipofuscinosis, neuronal 3	Cln3	293485				11221294	BF290224
1384338_at	cell division cycle 45	Cdc45	287961				7167513	AW525128
1384339_s_at	casein kinase 2, alpha 1 polypeptide	Csnk2a1	116549				11219247	BF288177
1384340_a_at	N(alpha)-acetyltransferase 10, NatA catalytic subunit	Naa10	363518				4281761	AA997134
1384341_at	fatty acid amide hydrolase	Faah	29347				3637630	AI136853
1384342_at	nischarin	Nisch	306255				8081454	AW915747
1384343_at				Transcribed locus, weakly similar to XP_003085378.1 PREDICTED: envelope glyc...		Rn.107931	8504641	BE112536
1384344_at	FK506 binding protein 7	Fkbp7	295672				3334008	AI060231
1384345_at	prostaglandin reductase 2	Ptgr2	299194				7169611	AW527197
1384346_at				Transcribed locus		Rn.11905	4279628	AA964754
1384347_at	SHC (Src homology 2 domain containing) transforming protein 2	Shc2	314612				11371411	BF386587
1384348_at	transcription factor 23	Tcf23	688600				4465773	AI548285
1384349_at	pogo transposable element with ZNF domain	Pogz	310658				4561702	AI577326
1384350_at	NCK associated protein 1 like	Nckap1l	315348				18189042	BM388989
1384351_at	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor	Taf7l	363493				14949030	BI290447
1384352_at	PAP associated domain containing 4	Papd4	361878				4464878	AI547390
1384353_at				Transcribed locus		Rn.203901	4294406	AI028838
1384354_at	X-linked lymphocyte-regulated 4A	Xlr4a	293841				14945450	BI288653
1384355_at	plexin A2	Plxna2	289392				13888340	BG666418
1384356_at	family with sequence similarity 151, member B	Fam151b	499507					
1384357_at				Transcribed locus		Rn.163630	13887514	BG665592
1384358_at	heme oxygenase (decycling) 2	Hmox2	79239				18184678	BM384625
1384359_at				Transcribed locus		Rn.229955	11395495	BF407520
1384360_at				Transcribed locus		Rn.124193	14932937	BI282303
1384361_at	mal, T-cell differentiation protein 2	Mal2	362911				11665253	BF555523
1384362_at	zinc finger and BTB domain containing 24	Zbtb24	365590				11377044	BF392187
1384363_at	Shwachman-Bodian-Diamond syndrome	Sbds	288615				3396848	AI070597
1384364_at	F-box protein 4	Fbxo4	310363				7163734	AW521356
1384365_at	chromodomain protein, Y-like	Cdyl	361237				11667337	BF557607
1384366_at	COP9 signalosome subunit 2	Cops2	261736	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	Cops2	Rn.11556	14935258	BI283477
1384367_at	similar to histone Hist2h3c1	RGD1584021	690148				5032393	AI715140
1384368_at	solute carrier family 25 (mitochondrial carrier), member 16	Slc25a16	361836					
1384369_at	transmembrane protein 67	Tmem67	313067				11664341	BF554611
1384370_at	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	Mthfs	300886				11633771	BF542664
1384371_at	TEA domain family member 3	Tead3	294299				8087253	AW921429
1384372_at							11636385	BF545278
1384373_at	regulatory factor X, 7	Rfx7	315804				11382107	BF397124
1384374_at							11631722	BF523755
1384375_at							8492039	BE100151
1384376_at	DnaJ (Hsp40) homolog, subfamily B, member 14	Dnajb14	499716					
1384377_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	Ddx28	364995				14937957	BI284877
1384378_at	coiled-coil alpha-helical rod protein 1	Cchcr1	406196				14954165	BI293046
1384379_at							13890622	BG668700
1384380_at				Transcribed locus		Rn.205033	4449451	AI535316
1384381_at	ATP-binding cassette, subfamily A (ABC1), member 1	Abca1	313210				11215593	BF284523
1384382_at	O-sialoglycoprotein endopeptidase-like 1	Osgepl1	314548				11377926	BF393066
1384383_at	1-acylglycerol-3-phosphate O-acyltransferase 6	Agpat6	290843				11666960	BF557230
1384384_at	C2 calcium-dependent domain containing 5	C2cd5	362461				11634396	BF543289
1384385_at				Transcribed locus		Rn.154696	3333953	AI060176
1384386_at	RAS p21 protein activator 2	Rasa2	25597				11218154	BF287084
1384387_at				Transcribed locus		Rn.17517	8502166	BE110061
1384388_at	transmembrane emp24 protein transport domain containing 9	Tmed9	361207				979690	H34273
1384389_at				Transcribed locus		Rn.26706	3511989	AI112040
1384390_at	jumonji, AT rich interactive domain 2	Jarid2	681740				14926019	BI278808
1384391_at	retinol dehydrogenase 10 (all-trans)	Rdh10	353252				8487441	BE096510
1384392_at	cytochrome P450, family 26, subfamily b, polypeptide 1	Cyp26b1	312495				11382076	BF397093
1384393_at				Transcribed locus		Rn.171726	8512475	BE120370
1384394_at	ecotropic viral integration site 5	Evi5	100360066				11639188	BF548081
1384395_at	lactate dehydrogenase A-like 6B	Ldhal6b	369018				8506464	BE114359
1384396_at				Transcribed locus		Rn.148524	3666651	AI144852
1384397_x_at	crumbs family member 3	Crb3	301112				3398721	AI072527
1384398_at							18183733	BM383680
1384399_at	ankyrin repeat domain 50	Ankrd50	294988				7169034	AW526620
1384400_at	Pde4c protein-like///phosphodiesterase 4C, cAMP-specific	LOC100360908///Pde4c	100360908///290646				18189474	BM389421
1384401_at				RCG38640-like	LOC100361114	Rn.19125	3333073	AI059296
1384402_a_at	DDB1 and CUL4 associated factor 6	Dcaf6	289181				976541	H31119
1384404_at	pre-mRNA processing factor 3	Prpf3	361995				11396115	BF408140
1384405_at	family with sequence similarity 167, member B	Fam167b	682360				14934566	BI283128
1384406_at	atypical chemokine receptor 4	Ackr4	685243				7169600	AW527186
1384407_at	NmrA-like family domain containing 1	Nmral1	287063				4612017	AI602856
1384408_at				Transcribed locus		Rn.230291	18186114	BM386061
1384409_at				Transcribed locus		Rn.11479	4278335	AA963930
1384410_at				Transcribed locus		Rn.203671	4279278	AA964404
1384411_at	glucocorticoid induced transcript 1	Glcci1	296884				4277939	AA962968
1384412_at	EF-hand calcium binding domain 2	Efcab2	289280				4282593	AA997238
1384413_at	solute carrier family 35, member A5	Slc35a5	498081				4232557	AA900068
1384414_at							3291344	AI044483
1384415_at	SRY (sex determining region Y)-box 7	Sox7	290317				3332069	AI058292
1384416_at	ring finger protein 168, E3 ubiquitin protein ligase	Rnf168	690043				8507791	BE115686
1384417_at	apolipoprotein C-IV	Apoc4	680551				4292248	AA998783
1384418_at	Rho guanine nucleotide exchange factor (GEF) 10-like	Arhgef10l	684811				4488894	AI556531
1384419_at				TL0AEA62YD12 mRNA sequence		Rn.22407	3104504	AA944588
1384420_at								
1384421_at	ubiquitin-associated protein 2	Ubap2	313169				4278552	AA963649
1384422_at				Transcribed locus		Rn.15907	3291959	AI045140
1384423_at	5'-nucleotidase, cytosolic II	Nt5c2	100363253					
1384425_at	MAP3K7 C-terminal like	Map3k7cl	304131				14962100	BI297061
1384427_at	MDM2 proto-oncogene, E3 ubiquitin protein ligase	Mdm2	314856				14960608	BI296301
1384428_at	transmembrane protein 181	Tmem181	502228				3290607	AI043872
1384430_at	diphthamide biosynthesis 3	Dph3	680594				11374882	BF390040
1384431_at				Transcribed locus		Rn.204230	3396401	AI070150
1384432_at	zinc finger and SCAN domain containing 12	Zscan12	266716				7174098	AW531684
1384433_at				Transcribed locus		Rn.148816	3398347	AI072153
1384434_at				Transcribed locus		Rn.155810	8505925	BE113820
1384435_at	transmembrane protein 68	Tmem68	312946				4279134	AA964258
1384436_at	anoctamin 2-like///anoctamin 2, calcium activated chloride channel	LOC100361584///Ano2	100361584///683001				14957347	BI294669
1384437_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	Smarca1	317575				4560685	AI576309
1384438_at							4235825	AA924634
1384439_at							18185779	BM385726
1384440_at							18185672	BM385619
1384441_at	tumor necrosis factor receptor superfamily, member 17	Tnfrsf17	287034				4278694	AA963751
1384442_at	claudin 6	Cldn6	287098				3248796	AI030970
1384443_at	vacuolar protein sorting 18 homolog (S. cerevisiae)	Vps18	296083				6163376	AW143568
1384444_at	transmembrane protein 91	Tmem91	100359879				11403769	BF415780
1384445_at	coiled-coil domain containing 163	Ccdc163	298442				14945125	BI288489
1384446_at				Transcribed locus		Rn.146345	11390246	BF402271
1384448_at	similar to RIKEN cDNA 1700045I19	RGD1565844	317486				4278655	AA963712
1384449_at				Transcribed locus		Rn.11851	4279462	AA964588
1384450_at				Transcribed locus		Rn.134645	4280999	AA997717
1384451_at				Transcribed locus		Rn.161443	8508679	BE116574
1384452_at	zinc finger, CCHC domain containing 7	Zcchc7	298086				4235762	AA924571
1384453_at				CDNA clone IMAGE:7303447		Rn.16322	3292643	AI045824
1384454_at	carboxypeptidase A6	Cpa6	312913				4228563	AA819425
1384455_at	rCG31672-like	LOC100365921	100365921				4198357	AA817831
1384456_at	ubiquitin specific peptidase 24	Usp24	313427				8511021	BE118916
1384457_at	F-box and WD-40 domain protein 17	Fbxw17	361219				3248581	AI030755
1384458_at	ripply transcriptional repressor 1	Ripply1	680702				3396536	AI070285
1384459_at				Transcribed locus		Rn.20111	3398464	AI072270
1384460_at				Transcribed locus		Rn.20220	3398863	AI072669
1384461_at				Transcribed locus		Rn.147115	3397901	AI071686
1384462_at								
1384463_at							7165870	AW523485
1384464_at	SREBF chaperone	Scap	301024				3667122	AI145323
1384465_at	paraspeckle component 1	Pspc1	305910				3637470	AI136693
1384466_at	isoprenoid synthase domain containing	Ispd	493574				4231077	AA875198
1384467_at	NAD kinase	Nadk	100125370				11408265	BF420276
1384468_at				Transcribed locus		Rn.34755	14934938	BI283314
1384469_at	ATP-binding cassette, subfamily A (ABC1), member 5	Abca5	286970				4400075	AI502224
1384470_at				Transcribed locus		Rn.39323	8506323	BE114218
1384471_at				Transcribed locus		Rn.205649	5033714	AI716461
1384472_at	HEAT repeat containing 5B	Heatr5b	362683					
1384473_at				Transcribed locus		Rn.120662	4291327	AA998651
1384474_at				Transcribed locus		Rn.872	4230542	AA860010
1384475_at	POC1 centriolar protein B	Poc1b	100362836				8084356	AW918576
1384476_at	cytidine monophospho-N-acetylneuraminic acid hydroxylase	Cmah	361245				8081857	AW916139
1384478_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	Mllt3	114510				11659567	BF549837
1384479_at	polypeptide N-acetylgalactosaminyltransferase 3	Galnt3	366061				18186172	BM386119
1384480_at	pecanex-like 4 (Drosophila)	Pcnxl4	690217				13300492	BG376020
1384481_at				Transcribed locus		Rn.231496	13300745	BG376273
1384482_at				Transcribed locus		Rn.204078	3396987	AI070736
1384483_at				Transcribed locus		Rn.103651	14884931	BI274216
1384484_at				Transcribed locus		Rn.163760	3712638	AI172598
1384485_at	protein tyrosine phosphatase, receptor type, U	Ptpru	116680				8508476	BE116371
1384486_at				Transcribed locus		Rn.169204	14946046	BI288961
1384487_at	doublesex and mab-3 related transcription factor 2	Dmrt2	309430				11666922	BF557192
1384488_at	similar to cyclin-dependent kinase inhibitor 2D	Cdkn2d	494444				14948287	BI290067
1384489_at	lysine (K)-specific demethylase 2A	Kdm2a	361700				18187242	BM387189
1384490_at				Transcribed locus, strongly similar to NP_081858.2 aldo-keto reductase famil...		Rn.217088	18191763	BM391710
1384491_at	aldehyde oxidase 4	Aox4	316424				14935493	BI283592
1384492_at							4287886	AA998153
1384493_at	glutathione S-transferase omega 2	Gsto2	309465				14941671	BI286737
1384494_at				Transcribed locus		Rn.177079	14979495	BI303215
1384495_at	LEM domain containing 1	Lemd1	100360142				14962187	BI297105
1384496_at				Transcribed locus		Rn.156749	14885967	BI274749
1384497_at	Kruppel-like factor 7 (ubiquitous)	Klf7	363243				13888213	BG666291
1384498_at				Transcribed locus		Rn.203495	14884867	BI274185
1384499_at	acyl-CoA synthetase medium-chain family member 1	Acsm1	361638				13270103	BG373566
1384500_at	coiled-coil domain containing 30	Ccdc30	362580				14945277	BI288565
1384501_at				Transcribed locus		Rn.149175	14980212	BI303932
1384502_at	F-box protein 42	Fbxo42	362646				14949202	BI290539
1384503_at	kallikrein related-peptidase 8	Klk8	308565				14933465	BI282567
1384504_at	membrane associated guanylate kinase, WW and PDZ domain containing 1	Magi1	500261	Membrane associated guanylate kinase, WW and PDZ domain containing 1	Magi1	Rn.95239	14941107	BI286449
1384505_at				Transcribed locus		Rn.50044	14957554	BI294773
1384506_at	unc-5 homolog C (C. elegans)	Unc5c	362049				979123	H33706
1384507_at	family with sequence similarity 105, member A	Fam105a	310190				4198238	AA817708
1384508_at				Transcribed locus, moderately similar to NP_033341.1 transcription initiatio...		Rn.202662	4560845	AI576469
1384509_s_at	protocadherin 17	Pcdh17	306055				11668711	BF558981
1384510_at				Transcribed locus		Rn.198159	14945351	BI288603
1384511_at	DnaJ (Hsp40) homolog, subfamily B, member 5	Dnajb5	313811				11668581	BF558851
1384512_at	hypothetical protein LOC100363441	LOC100363441	100363441				3398331	AI072137
1384513_at				Transcribed locus		Rn.19915	3397271	AI071056
1384514_at				Transcribed locus		Rn.123788	11383594	BF398600
1384515_at	hes-related family bHLH transcription factor with YRPW motif 2	Hey2	155430				11372881	BF388057
1384516_at	metal response element binding transcription factor 2	Mtf2	360905				3399113	AI072919
1384517_at	zinc finger protein 496	Zfp496	287361	Zinc finger protein 496	Zfp496	Rn.13860	11408133	BF420144
1384518_at	PHD finger protein 14	Phf14	500030				8499641	BE107536
1384519_at	SEC63 homolog (S. cerevisiae)	Sec63	309858				13301884	BG377412
1384520_at	similar to RIKEN cDNA 9330182L06	RGD1563349	502727				7165491	AW523106
1384521_at				Transcribed locus		Rn.52848	8509604	BE117499
1384522_at	synaptotagmin-like 3	Sytl3	499017				18189922	BM389869
1384523_at	postmeiotic segregation increased 1 (S. cerevisiae)	Pms1	494322				11388939	BF400964
1384524_at							18185760	BM385707
1384525_at	dedicator of cytokinesis 11	Dock11	313438				4466823	AI549335
1384526_at	testis expressed 15	Tex15	290803				11407571	BF419582
1384527_at				Transcribed locus		Rn.148086	7178145	AW535731
1384528_at	retinoic acid induced 14	Rai14	294804				11404463	BF416474
1384529_at							8496977	BE104877
1384530_at							11406764	BF418775
1384531_at	crumbs family member 3	Crb3	301112				11662860	BF553130
1384532_at	calpain 5	Capn5	171495	Calpain 5	Capn5	Rn.15526	11665922	BF556192
1384533_at							7169662	AW527248
1384534_at							11400458	BF412469
1384535_at				Transcribed locus		Rn.205001	11394765	BF406790
1384536_at							8497771	BE105669
1384537_at				Transcribed locus		Rn.135266	8508500	BE116395
1384538_at	misato 1, mitochondrial distribution and morphology regulator	Msto1	295237				8507649	BE115544
1384539_at				Transcribed locus		Rn.171597	8510800	BE118695
1384540_at	leucine rich repeat and fibronectin type III domain containing 3	Lrfn3	308495				8492972	BE101066
1384541_at	hyaluronan and proteoglycan link protein 1	Hapln1	29331				18191494	BM391441
1384542_at				Transcribed locus		Rn.229617	8495120	BE103021
1384543_at				Transcribed locus, strongly similar to NP_071869.2 fibronectin type III doma...		Rn.217038	11394528	BF406553
1384544_at	paraoxonase 3	Pon3	312086				18185462	BM385409
1384545_at								
1384546_at								
1384547_at	BPI fold containing family B, member 4	Bpifb4	499925				3396890	AI070639
1384548_at	ribosomal protein L32, pseudogene 3///ribosomal protein L32	Rpl32-ps3///Rpl32	100361730///28298				18188212	BM388159
1384549_at				Transcribed locus		Rn.145340	14952915	BI292428
1384550_at	similar to RIKEN cDNA 1810030O07	RGD1565685	317344				8083707	AW917943
1384551_at	RAN binding protein 6	Ranbp6	309326				4562510	AI578134
1384552_at				Transcribed locus		Rn.22811	3708827	AI104480
1384553_at	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	Naa25	360811				8510161	BE118056
1384554_at							3332502	AI058725
1384555_at	DENN/MADD domain containing 1C	Dennd1c	363326				11404753	BF416764
1384556_at	ATPase, class V, type 10A	Atp10a	365266				4416943	AI511244
1384557_at				Transcribed locus		Rn.203305	3637221	AI136444
1384558_at	placenta-specific 9	Plac9	361105				14921087	BI276313
1384559_at	placenta specific homeobox 1	Psx1	296535				3398736	AI072542
1384560_x_at	placenta specific homeobox 1	Psx1	296535				3398736	AI072542
1384561_at				Transcribed locus		Rn.7946	18190862	BM390809
1384562_at							3397970	AI071755
1384563_at				Transcribed locus		Rn.146344	4278267	AA963343
1384564_at	family with sequence similarity 159, member B	Fam159b	499520				4236864	AA925673
1384565_at	NDC1 transmembrane nucleoporin	Ndc1	362557	Transmembrane protein 48	Tmem48	Rn.162075	18187759	BM387706
1384566_at				Transcribed locus		Rn.12632	4544545	AF127038
1384567_at							3292088	AI045269
1384568_at	heat shock protein, alpha-crystallin-related, B9	Hspb9	363681				18182931	BM382878
1384569_at				TL0AEA56YP09 mRNA sequence		Rn.12254	11639524	BF548417
1384570_at	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	Plekha4	308584				14960219	BI296108
1384571_at				Transcribed locus		Rn.219487	11383836	BF398835
1384572_at				Transcribed locus		Rn.21291	5033281	AI716028
1384573_at	poly (A) polymerase alpha	Papola	314417				8500958	BE108853
1384574_at				Transcribed locus		Rn.199304	4400478	AI502627
1384575_at				Transcribed locus		Rn.161033	3638195	AI137418
1384576_at				Transcribed locus		Rn.166607	5033886	AI716630
1384577_at	cytochrome c oxidase subunit VIIb2	Cox7b2	100361960				11673495	BF563765
1384578_at	ubiquitin-like 4B	Ubl4b	684560				7172033	AW529619
1384579_at				Transcribed locus		Rn.5835	4233692	AA901191
1384580_at	complement component 6	C6	24237				3292010	AI045191
1384581_at	actin, gamma 1	Actg1	287876				16003638	BI850151
1384582_at				Transcribed locus		Rn.220479	8499235	BE107130
1384583_at	submandibular gland protein C	Smgc	446171				18189916	BM389858
1384584_at				Transcribed locus		Rn.14792	3019653	AA892774
1384585_at	similar to Acidic proline-rich protein PRP25 precursor	LOC690418	690418				14927056	BI279337
1384586_x_at	similar to Acidic proline-rich protein PRP25 precursor	LOC690418	690418				14927056	BI279337
1384587_at				Transcribed locus		Rn.51677	8501237	BE109132
1384588_at	N(alpha)-acetyltransferase 40, NatD catalytic subunit	Naa40	361718				14959215	BI295602
1384589_at	spermatogenesis associated 2-like	Spata2L	498963				11389657	BF401682
1384590_at				Transcribed locus		Rn.22064	4277790	AA957900
1384591_at	platelet endothelial aggregation receptor 1	Pear1	295293				13298527	BG374055
1384592_at				Transcribed locus		Rn.145856	3291433	AI044572
1384593_at				Transcribed locus		Rn.9396	4277689	AA957799
1384594_at	leukocyte receptor tyrosine kinase	Ltk	311337				8498468	BE106366
1384595_at				Transcribed locus		Rn.199241	3248714	AI030888
1384596_at				Transcribed locus		Rn.204378	3399207	AI073013
1384597_at				Transcribed locus		Rn.205209	4400410	AI502559
1384598_at				Transcribed locus		Rn.163090	3020984	AA894105
1384599_at				Transcribed locus		Rn.161925	3332837	AI059060
1384600_at				Transcribed locus		Rn.166367	3396625	AI070374
1384601_at	LPS-responsive vesicle trafficking, beach and anchor containing	Lrba	361975				3512126	AI112177
1384602_at	G protein-coupled receptor 107	Gpr107	311857				3103684	AA943768
1384603_at	ATP-binding cassette, subfamily A (ABC1), member 4	Abca4	310836				4611292	AI602131
1384604_at				Transcribed locus, strongly similar to NP_076270.3 mage-g2 protein [Mus musc...		Rn.209352	11375637	BF390790
1384605_at				Transcribed locus		Rn.170876	11407192	BF419162
1384606_at	hypothetical protein LOC100158225	LOC100158225	100158225				3511450	AI111408
1384607_at				Transcribed locus		Rn.60050	8512651	BE120546
1384608_at	optic atrophy 1	Opa1	171116	TL0ACA48YG01 mRNA sequence		Rn.225901	11395937	BF407962
1384609_a_at	family with sequence similarity 63, member B	Fam63b	363089				3290877	AI045965
1384610_at	family with sequence similarity 63, member B	Fam63b	363089				3290877	AI045965
1384611_at	hypothetical protein LOC680889	LOC680889	680889				3711666	AI171626
1384612_at	proopiomelanocortin	Pomc	24664				14956802	BI294391
1384613_at				Transcribed locus		Rn.16232	3333812	AI060035
1384614_at							3705655	AI169347
1384615_at	LUC7-like 3 (S. cerevisiae)	Luc7l3	360602				3397534	AI071319
1384616_at	FK506 binding protein 15	Fkbp15	362528				7166051	AW523666
1384617_at	family with sequence similarity 198, member B	Fam198b	310540				4198042	AI385260
1384618_at				Transcribed locus		Rn.156353	2936052	AA848512
1384619_at				Transcribed locus		Rn.17022	4229825	AA858492
1384620_at				Transcribed locus		Rn.166561	5033608	AI716355
1384621_at								
1384622_at	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1	Fra10ac1	365458				3637334	AI136557
