ID	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	GI	GenBank Accession
10504865	inversin	Invs	16348				530354671///14349346///117558718///74182579///26088577///26087762///26081154	NM_010569///AF034860///BC126929///AK158766///AK041671///AK040307///AK029087
10504884	Myb/SANT-like DNA-binding domain containing 3	Msantd3	66665				225543535///225543537///225543533///30931319	NM_001145924///NM_001145925///NM_028137///BC052696
10504891	transmembrane protein with EGF-like and two follistatin-like domains 1	Tmeff1	230157				118130469///34784489	NM_021436///BC057598
10504902	muscle-related coiled-coil protein	Murc	68016				225543547///58477304	NM_026509///BC089601
10504905	lipid phosphate phosphatase-related protein type 1	Lppr1	272031				149274656///38046569	NM_178756///AY345342
10504912								
10504914								
10504916								
10504918	zinc finger protein 189	Zfp189	230162				583828530///18204005	NM_145547///BC021326
10504926	ring finger protein 20	Rnf20	109331				253795508///253795507///30851164///13937683///26104556	NM_001163263///NM_182999///BC052482///BC004593///AK087860
10504948	cylicin, basic protein of sperm head cytoskeleton 2	Cylc2	74914				242247108	NM_001162865
10504955								
10504957	structural maintenance of chromosomes 2	Smc2	14211				673132011///62871714	NM_008017///BC094380
10504983	topoisomerase I binding, arginine/serine-rich like	Toporsl	68274				111307465///111306841///142361472///12838964///12854197	BC120821///BC120823///NM_026652///AK006061///AK015747
10504986								
10504988	olfactory receptor 275	Olfr275	258857				260273846	NM_146858
10504990	olfactory receptor 270	Olfr270	258600				33238913///118341677	NM_146607///BC127971
10504992	nipsnap homolog 3A (C. elegans)	Nipsnap3a	73398				226442908	NM_028529
10505000	nipsnap homolog 3B (C. elegans)	Nipsnap3b	66536				133892409///18044125	NM_025623///BC019505
10505008	solute carrier family 44, member 1	Slc44a1	100434				227499979///227499987///32402113///32402115///109730678///109730172///19683981///16307424	NM_133891///NM_001159633///AY249865///AY249866///BC113167///BC113169///BC025941///BC010258
10505028								
10505030	fibronectin type III and SPRY domain containing 1-like	Fsd1l	319636				305632825///305632822///120577659	NM_001195284///NM_176966///BC130265
10505044	fukutin	Fktn	246179				146149152///19911308	NM_139309///AB077383
10505059	T cell acute lymphocytic leukemia 2	Tal2	21350				142369795///115528558	NM_009317///BC110625
10505064	transmembrane protein 38B	Tmem38b	52076				293335837///15029713	NM_028053///BC011072
10505071	transmembrane protein 38B	Tmem38b	52076				293335837	NM_028053
10505073	zinc finger protein 462	Zfp462	242466				125660454///85740498	NM_172867///DQ355518
10505090	ribosomal protein L29	Rpl29	19944				404765	L08651
10505092	RAD23b homolog (S. cerevisiae)	Rad23b	19359				171906577///45829443	NM_009011///BC068193
10505102								
10505105	actin-like 7b	Actl7b	11471				146198842///6983890	NM_025271///AB023062
10505107	actin-like 7a	Actl7a	11470				158937265///6983892	NM_009611///AB023063
10505109	family with sequence similarity 206, member A	Fam206a	230234				22382113///28913623///38565945///26089826	BC026590///BC048548///BC062190///AK043588
10505118								
10505120	paralemmin 2	Palm2	242481				310772262///86577807///4321842///74227389///26345839	NM_172868///BC113156///AF064781///AK133666///AK077020
10505132	A kinase (PRKA) anchor protein 2	Akap2	11641				310772261///310772260///310772259///2852696///2852698///2852700///13277650///4321842///74187642///26345839	NM_001035533///NM_001035532///NM_009649///AF033274///AF033275///AF033276///BC003735///AF064781///AK162156///AK077020
10505143							4321842///26345839	AF064781///AK077020
10505145	muscle, skeletal, receptor tyrosine kinase	Musk	18198				260267047///82533040///82533044///82533046///82533048///260267308///1017826	NM_001037127///NM_001037128///NM_001037129///NM_010944///NM_001037130///NM_001165996///U37708
10505163	zinc finger with KRAB and SCAN domains 16	Zkscan16	100041581				153792707	NM_001099323
10505172	DnaJ (Hsp40) homolog, subfamily C, member 25	Dnajc25	72429				239985467///111601051///111308806///12842600	NM_001033165///BC119039///BC120693///AK008425
10505182	guanine nucleotide binding protein (G protein), gamma 10	Gng10	14700				84490417///23959049	NM_025277///BC023670
10505187	UDP-glucose ceramide glucosyltransferase	Ugcg	22234				133892814///29747786	NM_011673///BC050828
10505198	polypyrimidine tract binding protein 3	Ptbp3	230257				13879325///34785866	BC006638///BC057641
10505200	hydroxysteroid dehydrogenase like 2	Hsdl2	72479				295789066///12805470	NM_024255///BC002211
10505213	RIKEN cDNA E130308A19 gene	E130308A19Rik	230259				555943727///22477558///555943764	NM_153158///BC037070///NM_001015681
10505224	sorting nexin family member 30	Snx30	209131				84781798///71043490	NM_172468///BC099674
10505237								
10505240								
10505246								
10505249								
10505252								
10505254								
10505258								
10505261								
10505266								
10505268								
10505270	solute carrier family 31, member 2	Slc31a2	20530				594542499///22137734///68534080///12854386	NM_025286///BC029183///BC099447///AK015878
10505276	solute carrier family 31, member 1	Slc31a1	20529				227116312///21961518	NM_175090///BC034674
10505282	PRP4 pre-mRNA processing factor 4 homolog (yeast)	Prpf4	70052				84872208///76779865	NM_027297///BC106089
10505299	B-box and SPRY domain containing	Bspry	192120				20149729///187954186	NM_138653///BC139079
10505308	RIKEN cDNA 4933430I17 gene	4933430I17Rik	214106				109733281///142366749	BC116650///NM_177607
10505326	regulator of G-protein signaling 3	Rgs3	50780				555943864///555943834///160948568///6707836	NM_019492///NM_001081650///NM_134257///AJ250999
10505356	zinc finger protein 618	Zfp618	72701				242397405	NM_028326
10505374	collagen, type XXVII, alpha 1	Col27a1	373864				116063545///28204655	NM_025685///AY167568
10505436	microRNA 455	Mir455	735262				262205452	NR_030477
10505438	orosomucoid 1	Orm1	18405				6679181///531206	NM_008768///M27008
10505445	orosomucoid 3	Orm3	18407				62548315///223461203	NM_013623///BC141235
10505451	orosomucoid 2	Orm2	18406				112181191///531208	NM_011016///M27009
10505457								
10505461	ATPase, H+ transporting, lysosomal V1 subunit G1	Atp6v1g1	66290				255982496///22324243	NM_024173///AB076406
10505465	RIKEN cDNA 6330416G13 gene	6330416G13Rik	230279				260447098///23271753	NM_144905///BC023748
10505481								
10505489	pregnancy-associated plasma protein A	Pappa	18491				59676576	NM_021362
10505512	tripartite motif-containing 32	Trim32	69807				239937488///239937490///27436082///21706607	NM_053084///NM_001161782///AF347694///BC034104
10505515								
10505517	toll-like receptor 4	Tlr4	21898				118130391///4761196	NM_021297///AF110133
10505526	ribosomal protein S2	Rps2	16898				255653003///62533202	NM_008503///BC093493
10505528								
10505530								
10505532								
10505534	3-hydroxyisobutyrate dehydrogenase	Hibadh	58875				21704139///13278135	NM_145567///BC003914
10505537	predicted gene 11237///predicted gene 13871///predicted gene 11487///predicted gene 428	Gm11237///Gm13871///Gm11487///Gm428	100502924///667780///433719///242502				126032312///478733005///61656199///478732966	NM_001081644///NM_001177578///NM_001013393///NM_001256481
10505543	predicted gene 11237///predicted gene 13871///predicted gene 11487///predicted gene 428	Gm11237///Gm13871///Gm11487///Gm428	100502924///667780///433719///242502				126032312///478733005///61656199///478732966	NM_001081644///NM_001177578///NM_001013393///NM_001256481
10505550	predicted gene 11237///predicted gene 13871///predicted gene 11487///predicted gene 428	Gm11237///Gm13871///Gm11487///Gm428	100502924///667780///433719///242502				126032312///478733005///61656199///478732966	NM_001081644///NM_001177578///NM_001013393///NM_001256481
10505556	predicted gene 11237///predicted gene 13871///predicted gene 11487///predicted gene 428	Gm11237///Gm13871///Gm11487///Gm428	100502924///667780///433719///242502				126032312///478733005///61656199///478732966	NM_001081644///NM_001177578///NM_001013393///NM_001256481
10505562	predicted gene 11237///predicted gene 13871///predicted gene 11487///predicted gene 428	Gm11237///Gm13871///Gm11487///Gm428	100502924///667780///433719///242502				126032312///478733005///61656199///478732966	NM_001081644///NM_001177578///NM_001013393///NM_001256481
10505568	FERM domain containing 3	Frmd3	242506				254910988///254910990///109730216	NM_172869///NM_001163732///BC113795
10505587	lysine (K)-specific demethylase 4C	Kdm4c	76804				285402012///285402039///18044919	NM_144787///NM_001172095///BC020180
10505612								
10505614	tyrosinase-related protein 1	Tyrp1	22178				530537240///49903295	NM_031202///BC076598
10505623	leucine rich adaptor protein 1-like	Lurap1l	52829				22539657///20987656	BC030404///BC021501
10505627								
10505630	small nuclear RNA activating complex, polypeptide 3	Snapc3	77634				148747596///29145056	NM_029949///BC048713
10505643	coiled-coil domain containing 171	Ccdc171	320226				24980803///124486601	BC039810///NM_001081012
10505674	centlein, centrosomal protein	Cntln	338349				545688903///545688904///116138575	NM_175275///NM_177385///BC125622
10505705	SH3-domain GRB2-like 2	Sh3gl2	20404				31560791///17390905///17225448///1407658///17225450///26084467///26335690	NM_019535///BC018385///AF326561///U58886///AF326562///AK035210///AK043424
10505717	ADAMTS-like 1	Adamtsl1	77739				161353490///38541726	NM_029967///BC062814
10505734	ADAMTS-like 1	Adamtsl1	77739				161353490///109731400	NM_029967///BC116295
10505747	Ras-related GTP binding A	Rraga	68441				229892313///29387175	NM_178376///BC048245
10505749	DENN/MADD domain containing 4C	Dennd4c	329877				300863146///148922216	NM_184088///BC146602
10505779	alkaline ceramidase 2	Acer2	230379				594542521///17529683	NM_139306///AF282864
10505788	alkaline ceramidase 2	Acer2	230379				30354186	BC051923
10505791	focadhesin	Focad	230393				124487122///28972843	NM_001081184///AK122556
10505837	microRNA 491	Mir491	735282				262205458	NR_030478
10505839	kelch-like 9	Klhl9	242521				124244067///63100412	NM_172871///BC094556
10505841	predicted gene 13290///predicted gene 13271	Gm13290///Gm13271	545646///435791				148229192///5821277	NM_001085528///AB024521
10505843	predicted gene 13271	Gm13271	435791				148229192	NM_001085528
10505845	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				141802456///148229192///5821277///167900438	NM_197889///NM_001085528///AB024521///NM_001085533
10505848	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				141802456///148229192///5821277///167900438	NM_197889///NM_001085528///AB024521///NM_001085533
10505852	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				141802456///148229192///5821277///167900438	NM_197889///NM_001085528///AB024521///NM_001085533
10505856	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				148229192///141802456///5821277///167900438	NM_001085528///NM_197889///AB024521///NM_001085533
10505858	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				141802456///148229192///5821277///167900438	NM_197889///NM_001085528///AB024521///NM_001085533
10505862	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				148229192///141802456///5821277///167900438	NM_001085528///NM_197889///AB024521///NM_001085533
10505864	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				148229192///141802456///5821277///167900438	NM_001085528///NM_197889///AB024521///NM_001085533
10505866	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				148229192///141802456///5821277///167900438	NM_001085528///NM_197889///AB024521///NM_001085533
10505868	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				148229192///141802456///5821277///167900438	NM_001085528///NM_197889///AB024521///NM_001085533
10505870	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				148229192///141802456///5821277///167900438	NM_001085528///NM_197889///AB024521///NM_001085533
10505872	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				148229192///141802456///5821277///167900438	NM_001085528///NM_197889///AB024521///NM_001085533
10505874	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				148229192///141802456///5821277///167900438	NM_001085528///NM_197889///AB024521///NM_001085533
10505876	predicted gene 13275///predicted gene 13290///predicted gene 13271///interferon zeta	Gm13275///Gm13290///Gm13271///Ifnz	545652///545646///435791///319146				141802456///148229192///5821277///167900438	NM_197889///NM_001085528///AB024521///NM_001085533
10505879	interferon alpha 15///interferon alpha 7///interferon alpha 6///interferon alpha 1	Ifna15///Ifna7///Ifna6///Ifna1	242517///15970///15969///15962				158937248///117168292///120577679///223462845///46047407///109734453	NM_008334///NM_010502///BC130231///BC151087///NM_206870///BC117774
10505881	interferon alpha 11	Ifna11	15964				158631169///109733838	NM_008333///BC116870
10505884	interferon alpha 6	Ifna6	15969				46047422///223462845///109734453	NM_206871///BC151087///BC117774
10505888	interferon alpha 6///interferon alpha 5	Ifna6///Ifna5	15969///15968				158631167///111305827///111308950///109734453///223462845	NM_010505///BC120910///BC120911///BC117774///BC151087
10505890	interferon alpha 4	Ifna4	15967				158631265///115527772	NM_010504///BC116217
10505892	interferon alpha 12///interferon alpha 6///interferon alpha 5///interferon alpha 1	Ifna12///Ifna6///Ifna5///Ifna1	242519///15969///15968///15962				117168292///31340762///158631167///74355368///74354386///28628329///111305827///111308950///109734453	NM_010502///NM_177361///NM_010505///BC104352///BC104353///AY190046///BC120910///BC120911///BC117774
10505894	methylthioadenosine phosphorylase	Mtap	66902				215599201///13277989	NM_024433///BC003858
10505908								
10505911	doublesex and mab-3 related transcription factor like family A1	Dmrta1	242523				118130309///25992724	NM_175647///AF542047
10505914	zinc finger protein 352	Zfp352	236537				238859638///17483741	NM_153102///AF290196
10505917								
10505919								
10505922	NME/NM23 nucleoside diphosphate kinase 6	Nme6	54369				9055289///12805100	NM_018757///BC002007
10505925								
10505927								
10505929								
10505931	intraflagellar transport 74	Ift74	67694				594542522	NM_026319
10505954	endothelial-specific receptor tyrosine kinase	Tek	21687				594542500///29747784	NM_013690///BC050824
10505978								
10505980	FGGY carbohydrate kinase domain containing	Fggy	75578				167555143	NM_001113412
10505982	FGGY carbohydrate kinase domain containing	Fggy	75578				167555140///167555143///21618803	NM_029347///NM_001113412///BC031708
10505994	FGGY carbohydrate kinase domain containing	Fggy	75578				167555143	NM_001113412
10505996	FGGY carbohydrate kinase domain containing	Fggy	75578				167555143	NM_001113412
10505998	FGGY carbohydrate kinase domain containing	Fggy	75578				167555143///68534179	NM_001113412///BC099608
10506004	hook homolog 1 (Drosophila)	Hook1	77963				40254145///38197326	NM_030014///BC061688
10506029								
10506031	nuclear factor I/A	Nfia	18027				171846257///171846255///171846258///220518///49903601///220520///17225432///17225434///116063326///220522///220524///26096305///74228187///26093899	NM_010905///NM_001122952///NM_001122953///D90173///BC075702///D90174///AF326553///AF326554///BC122878///D90175///D90176///AK054310///AK139357///AK050320
10506050	nuclear factor I/A	Nfia	18027				171846255///171846257///171846258	NM_001122952///NM_010905///NM_001122953
10506052								
10506054								
10506058	InaD-like (Drosophila)///InaD-like (Drosophila)	Inadl///Inadl	12695///12695	InaD-like (Drosophila)	Inadl	Mm.90218	55769577///55769580///55769579///55769575///187954950///3108056///34849657///23336971///29748064///28913573///26093986///74146519///74193691	NM_172696///NM_001005784///NM_007704///NM_001005787///BC141404///AF060539///BC057124///BC037607///BC050846///BC048495///AK050545///AK153597///AK136048
10506108								
10506110	LINE-1 type transposase domain containing 1	L1td1	381591				124487094///62485063	NM_001081202///AB211064
10506118	ubiquitin specific peptidase 1	Usp1	230484				674274944///17390389	NM_146144///BC018179
10506125	angiopoietin-like 3	Angptl3	30924				142388354///18044500	NM_013913///BC019491
10506134	autophagy related 4C, cysteine peptidase	Atg4c	242557				225543219///225543223///37748390	NM_175029///NM_001145967///BC058981
10506146								
10506148								
10506150	forkhead box D3	Foxd3	15221				112807214///58047526	NM_010425///AF067421
10506154	asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)	Alg6	320438				124486912///29747986///51873828///26102384///26086817	NM_001081264///BC050854///BC080867///AK084993///AK038890
10506170	EF-hand calcium binding domain 7	Efcab7	230500				21704081///85662663	NM_145549///BC112327
10506186								
10506188	phosphoglucomutase 2	Pgm2	72157				227330632///14250209	NM_028132///BC008527
10506201	receptor tyrosine kinase-like orphan receptor 1	Ror1	26563				146149318///223461071	NM_013845///BC138794
10506213	ubiquitin-conjugating enzyme E2U (putative)	Ube2u	381534				311771721///187956562	NM_001033773///BC150880
10506225	cache domain containing 1	Cachd1	320508				39930562///35193291	NM_198037///BC058676
10506254	ribonucleoprotein, PTB-binding 2	Raver2	242570				33942105///33243982	NM_183024///BC055329
10506267								
10506269	adenylate kinase 4	Ak4	11639				294862279///294862283///294862285///294862287///55991511	NM_001177602///NM_001177604///NM_001177605///NM_009647///BC086663
10506274	DnaJ (Hsp40) homolog, subfamily C, member 6	Dnajc6	72685				257153389///257153387///257196145///257153386///38174229	NM_001164585///NM_001164583///NM_001164584///NM_198412///BC060734
10506296								
10506298	leptin receptor overlapping transcript	Leprot	230514				146198783///16307483	NM_175036///BC010289
10506301	leptin receptor	Lepr	16847				171543891///171543889///171543893///1279906	NM_001122899///NM_146146///NM_010704///U52915
10506330								
10506332	predicted gene 12794	Gm12794	332923				148229722	NM_001085516
10506335	phosphodiesterase 4B, cAMP specific	Pde4b	18578				112181197///295789128///295789130///295789132///295789136///8901296	NM_019840///NM_001177980///NM_001177981///NM_001177982///NM_001177983///AF208023
10506360	SH3-domain GRB2-like (endophilin) interacting protein 1	Sgip1	73094				551894349///17160836///154425474///26335468///12851642///92444350///26093546///56028122	NM_144906///BC017596///AB262964///AK043018///AK014022///BC028993///AK049616///AK203945
10506388	Tctex1 domain containing 1	Tctex1d1	67344				254939688///254939689///254939691///68534486	NM_026100///NM_001163767///NM_001163768///BC099549
10506397	mesoderm induction early response 1 homolog (Xenopus laevis	Mier1	71148				555290050///555290122///80474300	NM_027696///NM_001039081///BC108273
10506415	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	Oma1	67013				146149170///16740732	NM_025909///BC016238
10506424	actin, gamma, cytoplasmic 1	Actg1	11465				48762677///68534876	NM_009609///BC099371
10506427								
10506431								
10506433	disabled 1	Dab1	13131				554790252///554790239///223461053///187951974///1771279///30354110///12838320	NM_177259///NM_010014///BC138538///BC138539///Y08380///BC051993///AK005640
10506452	cDNA sequence AY512949	AY512949	791274				40556923	AY512949
10506454	complement component 8, beta polypeptide	C8b	110382				142381481///66272334	NM_133882///BC096382
10506470	RIKEN cDNA 1700024P16 gene	1700024P16Rik	242594				244790088///187957057	NM_001162980///BC137723
10506488	phosphatidic acid phosphatase type 2B	Ppap2b	67916				86262159///13542703	NM_080555///BC005558
10506496	peptidylprolyl isomerase A	Ppia	268373				6679438///119524013	NM_008907///DQ985731
10506498								
10506500	ubiquitin specific peptidase 24	Usp24	329908				260064006	NM_183225
10506569	ubiquitin specific peptidase 24	Usp24	329908				260064006	NM_183225
10506571	24-dehydrocholesterol reductase	Dhcr24	74754				114155128///18044183	NM_053272///BC019797
10506583	tetratricopeptide repeat domain 22	Ttc22	230576				260436962///124297886	NM_177667///BC132162
10506591	prolyl-tRNA synthetase (mitochondrial)(putative)	Pars2	230577				139948346///551411795///24416454	NM_172272///NM_001083887///BC038817
10506594	acyl-CoA thioesterase 11///family with sequence simliarity 151, member A	Acot11///Fam151a	329910///230579				254911012///19353764///27503494	NM_025590///BC024426///BC042492
10506603	single-stranded DNA binding protein 3	Ssbp3	72475				38372896///38372898///20452447	NM_023672///NM_198438///AF500117
10506627	cytochrome b5 reductase-like	Cyb5rl	230582				31341983///27696203///60360189///13435788///74193272///38569329	NM_175471///BC043687///AK220154///BC004750///AK042316///AY437136
10506638	CUB domain containing protein 2	Cdcp2	242603				141802087	NM_172873
10506643	transmembrane protein 59	Tmem59	56374				227330570///15928510	NM_029565///BC014732
10506652	low density lipoprotein receptor class A domain containing 1	Ldlrad1	546840				124486898	NM_001081272
10506658	heat shock protein family B (small), member 11	Hspb11	72938				142368205///18255593	NM_028394///BC021897
10506668	Yip1 domain family, member 1	Yipf1	230584				326937434///14290600///26093084///26097382	NM_145550///BC009080///AK048749///AK077502
10506680	NDC1 transmembrane nucleoporin	Ndc1	72787				142345807///18204064	NM_028355///BC021337
10506701	GLIS family zinc finger 1	Glis1	230587				124377992///22135345	NM_147221///AF486579
10506714	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	Lrp8	16975				294712558///124286869///13928140///26332672	NR_033496///NM_001080926///D85463///AK038580
10506736	mago-nashi homolog, proliferation-associated (Drosophila)	Magoh	17149				544346119///17390385	NM_001282737///BC018176
10506743	RIKEN cDNA 0610037L13 gene///RIKEN cDNA 0610037L13 gene	0610037L13Rik///0610037L13Rik	74098///74098	RIKEN cDNA 0610037L13 gene	0610037L13Rik	Mm.274853	17512532///29387330	BC019215///BC049353
10506754	solute carrier family 1 (glutamate transporter), member 7	Slc1a7	242607				295148145///20988491	NM_146255///BC030400
10506767	enoyl Coenzyme A hydratase domain containing 2	Echdc2	52430				363543335///19343780///19264063///74137554	NM_026728///BC025454///BC025104///AK160482
10506781	cytochrome c oxidase assembly factor 7	Coa7	69893				146149216///15341750	NM_027250///BC012391
10506786	zinc finger, CCHC domain containing 11	Zcchc11	230594				83977460///187956550	NM_175472///BC150791
10506820								
10506822	origin recognition complex, subunit 1	Orc1	18392				158517934///4034784	NM_011015///AJ003133
10506843	coiled-coil and C2 domain containing 1B	Cc2d1b	319965				142373435///116138724	NM_177045///BC125517
10506870	thioredoxin domain containing 12 (endoplasmic reticulum)	Txndc12	66073				118130370///13905133	NM_025334///BC006857
10506880	KTI12 homolog, chromatin associated (S. cerevisiae)	Kti12	100087				141803069///18204487	NM_029571///BC021493
10506883	RAB3B, member RAS oncogene family	Rab3b	69908				118130330///30354315	NM_023537///BC051918
10506893	nardilysin, N-arginine dibasic convertase, NRD convertase 1	Nrd1	230598				31559917///23271889	NM_146150///BC036128
10506929	calreticulin 4	Calr4	108802				551893784///28385975	NM_001033226///BC044740
10506939	epidermal growth factor receptor pathway substrate 15	Eps15	13858				229577158///229577162///28981401	NM_007943///NM_001159964///BC048783
10506968	tetratricopeptide repeat domain 39A	Ttc39a	230603				225543129///225543131///23274099	NM_153392///NM_001145948///BC023883
10506989	Fas-associated factor 1	Faf1	14084				40789279///40675731	NM_007983///BC065098
10507011	doublesex and mab-3 related transcription factor like family A2	Dmrta2	242620				112821684///25989642	NM_172296///AY145837
10507015	ATP/GTP binding protein-like 4	Agbl4	78933				545746412///545746411///114150580	NM_001048189///NM_030231///DQ867039
10507032	BEN domain containing 5	Bend5	67621				299117633///299116706///30185846	NR_033793///NM_026279///BC051512
10507040	spermatogenesis associated 6	Spata6	67946				110347524	NM_026470
10507057								
10507059	selection and upkeep of intraepithelial T cells 8///selection and upkeep of intraepithelial T cells 7	Skint8///Skint7	639774///328505				154091008///218505806///152206618///156079914	NM_177818///NM_001142775///EF494899///EF494904
10507062	selection and upkeep of intraepithelial T cells 4	Skint4	320640				240255628///152206614	NM_178786///EF494897
10507076	selection and upkeep of intraepithelial T cells 3	Skint3	195564				146198750///156523059///152206608	NM_177578///NM_001102474///EF494894
10507086	selection and upkeep of intraepithelial T cells 2	Skint2	329919				187236193	EU650234
10507095	selection and upkeep of intraepithelial T cells 11	Skint11	230623				260447053///260436904///156618073	NM_001166027///NM_177669///EU099309
10507099	TraB domain containing 2B	Trabd2b	666048				148234944	NM_001085549
10507101	TraB domain containing 2B	Trabd2b	666048				148234944	NM_001085549
10507105	predicted gene 12830	Gm12830	433746				295424131	NR_033617
10507110							26099249	AK080459
10507112	Scl/Tal1 interrupting locus	Stil	20460				164698491///38511405	NM_009185///BC060706
10507131	T cell acute lymphocytic leukemia 1	Tal1	21349				565671768///38649228	NM_011527///BC063060
10507137	PDZK1 interacting protein 1	Pdzk1ip1	67182				257095991///257095990///257095993///15488821	NM_001164557///NM_026018///NM_001164558///BC013542
10507143	cytochrome P450, family 4, subfamily a, polypeptide 12a	Cyp4a12a	277753				86198311///15928485	NM_177406///BC014721
10507152	cytochrome P450, family 4, subfamily a, polypeptide 12B	Cyp4a12b	13118				86198313///38511986	NM_172306///BC060945
10507160	Prkr interacting protein 1 (IL11 inducible)	Prkrip1	66801				229577262///20380604	NM_025774///BC027503
10507163	cytochrome P450, family 4, subfamily a, polypeptide 31///cytochrome P450, family 4, subfamily a, polypeptide 10	Cyp4a31///Cyp4a10	666168///13117				227116293///3738262///15488659	NM_010011///AB018421///BC013476
10507171	cytochrome P450, family 4, subfamily a, polypeptide 31	Cyp4a31	666168				357527440///15488659	NM_201640///BC013476
10507177	cytochrome P450, family 4, subfamily a, polypeptide 32///cytochrome P450, family 4, subfamily a, polypeptide 31///cytochrome P450, family 4, subfamily a, polypeptide 10	Cyp4a32///Cyp4a31///Cyp4a10	100040843///666168///13117				154146205///227116293///357527440///15488659///312695	NM_001100181///NM_010011///NM_201640///BC013476///X69296
10507190	EF-hand calcium binding domain 14	Efcab14	230648				37748355///16359214	BC059213///BC016074
10507203	ATP synthase mitochondrial F1 complex assembly factor 1	Atpaf1	230649				344925842///27924159	NM_181040///BC044874
10507213	MOB kinase activator 3C	Mob3c	100465				146198753///71119338	NM_175308///BC099740
10507218	MAP kinase-interacting serine/threonine kinase 1	Mknk1	17346				550822427///18204704	NM_021461///BC021369
10507231	kinocilin	Kncn	654462				260436967///78709984	NM_001039124///DQ235452
10507236								
10507238	leucine rich repeat containing 41	Lrrc41	230654				33859776///22137591	NM_153521///BC022976
10507250	protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase	Pomgnt1	68273				225543555///225543553///27544613	NM_026651///NM_029786///AB053220
10507273	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)	Pik3r3	18710				118130676///31418616	NM_181585///BC053102
10507284								
10507286	transmembrane protein 69///IAP promoted placental gene	Tmem69///Ipp	230657///16351				142368919///161621249///12642543	NM_008389///NM_177670///AF285178
10507299	GC-rich promoter binding protein 1-like 1	Gpbp1l1	77110				42734458///42406333	NM_029868///BC066034
10507309	RIKEN cDNA C530005A16 gene///coiled-coil domain containing 17	C530005A16Rik///Ccdc17	654318///622665				146198752///262073047///223462424	NM_001037916///NR_029450///BC150874
10507326								
10507328	peroxiredoxin 1	Prdx1	18477				146149207///286102///666969///54035545///56103806	NM_011034///D16142///D21252///BC083348///BC086648
10507334	coiled-coil domain containing 163	Ccdc163	68394				134053899///18490523	NM_026714///BC022733
10507347	testis-specific kinase 2///target of EGR1, member 1 (nuclear)	Tesk2///Toe1	230661///68276				225543140///118129870///17512366///20987713///26343414	NM_146151///NM_026654///BC019149///BC029766///AK053368
10507362	mutY homolog (E. coli)	Mutyh	70603				227330620///227330622///37046728	NM_133250///NM_001159581///BC057942
10507379	zinc finger SWIM-type containing 5	Zswim5	74464				118131187///28972769	NM_001029912///AK122519
10507394	HECT domain containing 3	Hectd3	76608				47271517///47124595	NM_175244///BC070411
10507418	eukaryotic translation initiation factor 2B, subunit 3	Eif2b3	108067				162287101///162287107///133777902	NM_001111277///NM_175135///BC115657
10507431								
10507433	patched homolog 2	Ptch2	19207				118130615///2842557	NM_008958///AB010833
10507456	Tctex1 domain containing 4	Tctex1d4	242646				141803150///115527687	NM_175030///BC115474
10507461								
10507471								
10507473							74181946	AK154548
10507475								
10507477								
10507479	transmembrane protein 53	Tmem53	68777				551410207///18043376///18043675///25123144///12838700	NM_026837///BC019937///BC020121///BC039805///AK005885
10507484	exoribonuclease 3	Eri3	140546				552953767///109733320///109730984///20072589///14581469///74184335///56005277	NM_080469///BC116685///BC117540///BC027139///AY029599///AK144107///AK181100
10507496								
